algoritmo,tamanho,tipo,execucao,comparacoes,movimentacoes,tempo
Insercao,30,2,6,263,294,0.000000
Quicksort,30,2,6,144,357,0.000001
Insercao,30,2,7,263,294,0.000000
Quicksort,30,2,7,144,357,0.000001
Insercao,30,2,8,263,294,0.000000
Quicksort,30,2,8,144,357,0.000001
Insercao,30,2,9,263,294,0.000000
Quicksort,30,2,9,144,357,0.000001
Insercao,30,2,10,263,294,0.000000
Quicksort,30,2,10,144,357,0.000001
Insercao,31,2,1,266,298,0.000000
Quicksort,31,2,1,139,270,0.000001
Insercao,31,2,2,266,298,0.000000
Quicksort,31,2,2,139,270,0.000001
Insercao,31,2,3,266,298,0.000000
Quicksort,31,2,3,139,270,0.000001
Insercao,31,2,4,266,298,0.000000
Quicksort,31,2,4,139,270,0.000001
Insercao,31,2,5,266,298,0.000000
Quicksort,31,2,5,139,270,0.000001
Insercao,31,2,6,266,298,0.000000
Quicksort,31,2,6,139,270,0.000001
Insercao,31,2,7,266,298,0.000000
Quicksort,31,2,7,139,270,0.000001
Insercao,31,2,8,266,298,0.000000
Quicksort,31,2,8,139,270,0.000001
Insercao,31,2,9,266,298,0.000000
Quicksort,31,2,9,139,270,0.000001
Insercao,31,2,10,266,298,0.000000
Quicksort,31,2,10,139,270,0.000001
Insercao,32,2,1,278,311,0.000000
Quicksort,32,2,1,146,333,0.000001
Insercao,32,2,2,278,311,0.000000
Quicksort,32,2,2,146,333,0.000001
Insercao,32,2,3,278,311,0.000000
Quicksort,32,2,3,146,333,0.000001
Insercao,32,2,4,278,311,0.000000
Quicksort,32,2,4,146,333,0.000001
Insercao,32,2,5,278,311,0.000000
Quicksort,32,2,5,146,333,0.000001
Insercao,32,2,6,278,311,0.000000
Quicksort,32,2,6,146,333,0.000001
Insercao,32,2,7,278,311,0.000000
Quicksort,32,2,7,146,333,0.000001
Insercao,32,2,8,278,311,0.000000
Quicksort,32,2,8,146,333,0.000001
Insercao,32,2,9,278,311,0.000000
Quicksort,32,2,9,146,333,0.000001
Insercao,32,2,10,278,311,0.000000
Quicksort,32,2,10,146,333,0.000001
Insercao,33,2,1,307,341,0.000000
Quicksort,33,2,1,139,357,0.000001
Insercao,33,2,2,307,341,0.000000
Quicksort,33,2,2,139,357,0.000001
Insercao,33,2,3,307,341,0.000000
Quicksort,33,2,3,139,357,0.000001
Insercao,33,2,4,307,341,0.000000
Quicksort,33,2,4,139,357,0.000001
Insercao,33,2,5,307,341,0.000000
Quicksort,33,2,5,139,357,0.000001
Insercao,33,2,6,307,341,0.000000
Quicksort,33,2,6,139,357,0.000001
Insercao,33,2,7,307,341,0.000000
Quicksort,33,2,7,139,357,0.000001
Insercao,33,2,8,307,341,0.000000
Quicksort,33,2,8,139,357,0.000001
Insercao,33,2,9,307,341,0.000000
Quicksort,33,2,9,139,357,0.000001
Insercao,33,2,10,307,341,0.000000
Quicksort,33,2,10,139,357,0.000001
Insercao,34,2,1,336,371,0.000000
Quicksort,34,2,1,166,462,0.000001
Insercao,34,2,2,336,371,0.000000
Quicksort,34,2,2,166,462,0.000002
Insercao,34,2,3,336,371,0.000000
Quicksort,34,2,3,166,462,0.000001
Insercao,34,2,4,336,371,0.000000
Quicksort,34,2,4,166,462,0.000001
Insercao,34,2,5,336,371,0.000000
Quicksort,34,2,5,166,462,0.000001
Insercao,34,2,6,336,371,0.000000
Quicksort,34,2,6,166,462,0.000001
Insercao,34,2,7,336,371,0.000000
Quicksort,34,2,7,166,462,0.000001
