algoritmo,tamanho,tipo,execucao,comparacoes,movimentacoes,tempo
Heapsort,60000,1,1,875922,1154790,0.003245
Quicksort,60000,1,1,1162755,1958253,0.001421
QuicksortI,60000,1,1,1238978,1888721,0.000731
Introsort,60000,1,1,885763,296002,0.000261
Shellsort,60000,1,2,952805,1681986,0.000948
Mergesort,60000,1,2,485456,1908928,0.001314
Heapsort,60000,1,2,875922,1154790,0.002404
Quicksort,60000,1,2,1162755,1958253,0.001619
QuicksortI,60000,1,2,1238978,1888721,0.001004
Introsort,60000,1,2,885763,296002,0.000327
Shellsort,60000,1,3,952805,1681986,0.001144
Mergesort,60000,1,3,485456,1908928,0.001027
Heapsort,60000,1,3,875922,1154790,0.003090
Quicksort,60000,1,3,1162755,1958253,0.002073
QuicksortI,60000,1,3,1238978,1888721,0.001147
Introsort,60000,1,3,885763,296002,0.000530
Shellsort,60000,2,1,1444844,2172574,0.004937
Mergesort,60000,2,1,877272,1866897,0.002993
Heapsort,60000,2,1,881626,1199837,0.003337
Quicksort,60000,2,1,1111514,1857498,0.002851
QuicksortI,60000,2,1,1225114,1713316,0.002234
Introsort,60000,2,1,1246417,820671,0.002127
Shellsort,60000,2,2,1444844,2172574,0.004065
Mergesort,60000,2,2,877272,1866897,0.002942
Heapsort,60000,2,2,881626,1199837,0.003282
Quicksort,60000,2,2,1111514,1857498,0.002781
QuicksortI,60000,2,2,1225114,1713316,0.002268
Introsort,60000,2,2,1246417,820671,0.002156
Shellsort,60000,2,3,1444844,2172574,0.003858
Mergesort,60000,2,3,877272,1866897,0.002960
Heapsort,60000,2,3,881626,1199837,0.003284
Quicksort,60000,2,3,1111514,1857498,0.002778
QuicksortI,60000,2,3,1225114,1713316,0.002265
Introsort,60000,2,3,1246417,820671,0.002119
Shellsort,70000,0,1,829427,1658854,0.000427
Mergesort,70000,0,1,555200,1684128,0.000500
Heapsort,70000,0,1,1054875,1464298,0.002097
Quicksort,70000,0,1,1305973,2212509,0.001397
QuicksortI,70000,0,1,1239570,1986819,0.000603
Introsort,70000,0,1,996536,230520,0.000295
Shellsort,70000,0,2,829427,1658854,0.000439
Mergesort,70000,0,2,555200,1684128,0.000509
Heapsort,70000,0,2,1054875,1464298,0.002154
Quicksort,70000,0,2,1305973,2212509,0.001390
QuicksortI,70000,0,2,1239570,1986819,0.000603
